Country,Year,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Dominica,1952,25.77777778,23.4816325,26.94313125,21.82663872,0,0.140222061,0,0.564505623,41.34980137,0,470,4145.903427,166.2659969,4.350242473,0,65.09006515,4487.703174,0,0,27.10714286,8.252953064,20.36499386,0,0,0,0,0,0.321423332,9.842386246,16.15522575,3.811512232,0,0.325117999,52298,69.638,0,106.3838571,0,0,0,0,69.8,294902457.5,251.4567432,-24.10007068,6.593111038,57.25321538,1.89108707,7.333333333
Dominican Republic,1952,51.56767384,23.83689,24.67696625,0,7.589,0,-9,0,0,42.09999984,19720,0,0,3.203416974,0,33.80843087,2795.434275,1.47,39.95333333,0,0,0,45.551,0,0,0.300000005,18.92533333,0,11.50527959,33.72280502,3.549872398,0,0,2531372,0,0,0,3544.21725,355.7391603,0,13.91106888,165.9,0,0,-5.895829469,49.18263245,0,0,0
East Germany,1952,0,0,0,0,0,10.38471521,-8,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,16384470,0,0,0,0,0,0,0,0,0,0,0,11.29475,0,0,189548.3333
Ecuador,1952,25.0035578,24.614035,25.9164225,12.70862538,6.706,0.250831463,2,0.629117609,26.70159708,41.02857099,118410,1226.037221,43.33071278,4.888617895,0,27.06939412,7044.221435,0,0,64.77333333,5.080912833,5.037582097,48.065,0,0,0,19.85666667,1.111221148,23.2985628,45.85307312,4.546875477,0.390553669,2.396131767,3566804,12.579,25.365,98.88855556,53279.77,184.5828661,0,25.20223488,135.6,11752778986,141.9515677,-1.125445827,15.46362114,49.70063077,3.79663673,894.6666667
Egypt,1952,2.922296449,25.50783625,27.81554,7.249016782,6.619,0.482342461,-7,0.526377585,22.01093575,25.11428561,590,1001.789866,29.32369244,0.625556149,0,28.86842368,2837.64489,4.03,27.19,102.18,10.05346015,5.965849542,40.579,46.89188063,62.12492662,0,19.385,1.398681958,1.02535214,1.576479358,0.471993353,0.335036522,2.165285153,22607727,22.575,20.37,75.60377778,1279.425,240.6943069,0.11165855,16.27491985,50,57924615002,71.07711598,-7.049166588,0,42.4872,2.510814617,10904.66667
El Salvador,1952,67.24760346,24.90348625,25.641955,17.41249468,6.265,0.170580584,-6,0.58353173,25.53102201,55.28571374,3320,1911.301049,89.2079404,5.019166212,0,33.33918765,6096.605801,0.94,39.43,68.04666667,5.455343328,3.635946713,44.627,79.30676893,89.95603307,0.600000024,18.929,0.719825758,40.22982685,75.7041626,9.278216362,0,1.67540675,2278493,108.288,18.31,97.56511111,5685.6085,153.4194497,0,12.65604925,141.8,9316937803,179.1981626,-8.213955442,36.22414017,48.17392308,2.733811898,388.6666667
Equatorial Guinea,1952,11.76470588,21.89704375,21.8679875,4.29403031,5.502,0.047259182,-5.454545455,1.291976521,56.21080093,43.31428582,17430,3237.399062,140.4874266,0,0,60.07943349,751.2862462,0,0,83.6,19.19999759,0.932094983,34.333,88.30830111,97.13136729,0,19.39133333,0.237555557,28.29985428,46.38611221,11.02255344,0,2.012016329,232759,8.298,0,81.335,85061.895,0,0,0,126,1928636730,253.1731581,-3.958247561,40.30931854,31.95929231,3.01651293,11
Eritrea,1952,74.10891089,20.4444175,19.82895375,0.295422874,6.962,0.133691393,-6.5,0.219716708,13.19720442,58.8857144,15760,167.7889085,4.097317115,0,0,60.00597968,657.8811142,0,0,75.45,18.7334616,1.339434402,35.747,0,0,0,17.164,0.04,20.3461647,34.63286591,8.121097565,0,2.602143838,1185426,10.08,0,76.0585,0,15.00215295,0,0,76.66666667,647001543.1,8.92216736,-46.80877526,21.64807129,14.91952308,4.20259136,535.3333333
Eritrea and Ethiopia,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22299701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estonia,1952,23.78862939,25.13046875,25.23398375,28.87251438,2.068,13.31963639,-9,3.918384987,72.6491803,85.64285714,22430,4864.360759,386.1488799,14.54393253,0,74.24182807,8057.970808,3.143333333,24.84333333,14.93,9.678676434,31.20551765,65.085,99.76719592,99.77050199,0,34.562,3.453233311,13.087343,22.2865352,4.7844576,0,0.2250221,1126280,24.973,1.406666667,101.5428,8393.8228,1069.839585,21.13515167,17.24663806,32.64538462,6632074528,511.071505,-3.977706849,16.767666,67.35843077,0.65617028,18723.46667
Ethiopia,1952,32.194,19.75352125,19.62620125,0.300190141,7.201,0.005169474,-9,0.304621098,9.186843239,70.38571494,137050,135.2034935,3.793129938,6.359445468,0,19.39078818,724.2925592,3.87,25.43,113.0307692,8.178176068,0.155575434,33.833,35.9,49.9,0,17.58333333,0.01826385,25.66409874,43.76865768,8.355026245,0,2.593441955,19150885,17.342,86.41,65.763,0,7.084737831,0,8.139972284,86,8238211197,7.393781418,-10.20394494,28.66166496,11.38712308,4.54833091,99
Faeroe Islands,1952,2.158273381,0,0,27.4921678,0,1.760056322,0,0,0,0,1,23224.09863,0,1.272619516,0,0,0,0,0,0,0,44.33469466,0,0,0,0,0,0,0,0,0,0,0.743439313,31249,22.337,0,0,0,0,0,0,20.825,1062339944,0,0,0,31.06467692,2.069666094,55
Falkland Islands (Malvinas),1952,0,0,0,0,0,113.1991051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,253
Fiji,1952,18.68272213,24.3509175,26.38702875,10.63699939,6.59,0.517265514,5,0.81308555,51.39904541,35.77142852,9800,1726.638381,87.63823696,3.526131776,0,54.91126137,3343.012818,0,0,78,5.561939746,5.49355884,51.947,0,0,0,19.44866667,0.47170795,0.692033589,1.27671659,0.088665761,0,1.649906852,304808,16.68,0,100.777625,45641.073,0,0,21.66438839,47.12,1185628052,109.9720031,-4.533943144,3.965080738,40.1662,2.774022712,157.6666667
Finland,1952,8.101385751,25.9458425,25.26758,37.47899177,3.06,2.115782715,10,4.917579732,30.55125569,84.58571407,224590,16713.96049,2010.929596,16.05962663,17.02714252,28.07770107,12849.03814,4.018891278,22.57448845,33,6.078786553,42.39426638,66.55,0,0,2.24000001,33.459,2.43375,3.38622,4.635422,2.250678,2.207737202,0.436320127,4095096,12.11,0,105.8012,22766.72,2119.844346,17.31728,22.63481274,13.95555556,83319311445,2733.143122,1.747282331,7.923275,71.31153846,1.305933712,8664.333333
France,1952,57.03686151,25.19043,24.49538375,24.58288289,2.756,5.367171177,10,3.371643294,21.29808045,73.50000055,153530,16103.60783,2656.67967,19.59874443,14.85714286,20.73027645,15101.81735,0,0,41.3,4.764758874,24.53423329,67.41,0,0,3.528571401,34.39833333,2.6564,0.5889392,0.7449698,0.4544466,1.718034418,0.696757635,42328940,76.752,0,101.504125,3750.22,1342.344566,5.491698,21.75882846,22.26,9.29154E+11,3377.761661,0.036903524,9.060669,73.37932308,1.324398685,227186.6667
French Guiana,1952,0,0,0,0,5.011,0.409424201,0,0,0,67.81428637,0,0,0,0,0,0,5706.512716,0,0,0,0,0,53.048,0,0,0,23.70966667,0,14.31,0,0,0,0,26867,0.299,0,0,1846023.125,0,0,0,104.1333333,0,0,0,0,0,0,11
French Polynesia,1952,11.97632058,28.17847625,29.2044325,14.10236887,6.009,2.122388321,0,0,3.507315587,58.2714277,1050,11839.28745,0,12.33101172,0,25.01039261,15318.89424,0,0,0,5.06878546,14.55064323,48.281,0,0,0,20.88066667,1.697,0,0,0,0,2.485306402,64335,16.084,0,106.088,0,0,0,0,54.33333333,2094329868,0,-21.50307703,0,53.07753846,2.909827455,402.0238095
Gabon,1952,20.05957232,23.1341675,23.74874125,15.15482377,3.969,3.867417181,-6.769230769,1.601697315,56.33931023,73.01428659,220000,4297.650153,72.92989755,15.91309077,0,39.48488575,8586.95295,0,0,51.7,13.47125834,2.601302605,36.79,83.80069,96.6865,0,22.96533333,0.217661317,18.65348244,29.3166275,8.22787571,0,2.177152714,470676,1.758,0,90.66,232717.08,358.1667897,0,0,101.3333333,3732265769,168.9916603,15.14916883,29.35261154,56.00470769,5.384537345,2956.461538
Gambia,1952,59.71666667,20.6342775,22.27763625,9.330673152,5.271,0.039652357,3,0.073947633,35.90137408,74.07143075,4610,589.0725809,8.639391273,5.530408521,0,57.83641005,970.4613181,0,0,97.00666667,5.322642476,2.786326439,30.129,36.81772659,52.55501678,0,19.64433333,0.040306819,16.07437325,25.35264969,6.974684238,0,3.097469171,277411,24.561,0,64.78033333,11628.825,0,0,0,93.66666667,567702059.6,20.3137251,-13.02992978,25.88965797,32.97758462,5.958213346,11
Georgia,1952,41.1541229,24.8954475,25.8991025,9.494483992,3.011,1.402872645,-9,0.91339595,29.11743158,77.08571516,27680,1277.198497,19.90708918,13.35094176,0,48.57318592,3479.868593,2.19,27.93,26.56666667,125.43418,3.666237829,60.445,0,0,0,30.42266667,4.302050029,2.019036747,3.515020781,0.709567869,0,0.728353502,3646426,52.316,28.28333333,97.4336,11877.718,548.9601972,3.2501185,13.79618155,50.925,5724910097,112.3256406,-19.45575416,8.842691358,50.8508,1.139909579,6899.2
Germany,1952,51.72228608,26.28164625,25.27427625,31.21629265,2.111,8.851021079,10,3.814148767,27.10579467,68.5142855,110760,19119.37033,2689.50061,14.65517408,28.44666672,27.07726297,14288.22879,3.219357357,22.06920984,11.65384615,2.41794347,35.36980395,67.332,0,0,3.899999976,37.04633333,3.18275,0.8902439,1.026431525,0.752194525,1.665012243,0.254468068,69086530,193.508,0,98.4658,1937.875,1232.752559,8.815101,11.40228669,26.13342857,1.537E+12,3433.921624,0.020285276,9.63529625,72.71938462,0.334829205,611486.3333
Ghana,1952,56.67501685,21.722025,22.3976225,6.501656114,6.422,0.166173818,-2.076923077,0.365980156,22.81643117,84.52857208,60940,258.8783398,18.35883934,1.47718781,0,30.48396562,1822.597874,2.805,28.665,143.4,24.88916267,1.536515441,41.917,57.89747287,70.66306259,0,17.89533333,0.087140265,14.09178352,20.10413933,8.094996452,0,2.60116182,5229464,21.923,78.34,82.92528571,4398.64,66.77974831,0,15.47223831,109.34,3540027404,31.76180075,-7.254924983,24.61300278,34.96750769,4.288538655,869
Gibraltar,1952,0,0,0,0,0,3.53090343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.900970079,20769,3461.5,0,0,0,997.5173006,0,0,21.8,0,0,0,0,0,0,73.33333333
Greece,1952,69.44336695,25.4357625,24.49286875,29.42172822,2.291,0.621713542,4,1.630770186,18.26662171,54.31428528,36010,9056.150497,1013.073375,7.607484824,7.442857027,27.17533665,6538.624264,2.546764817,26.04365412,48,9.831747817,14.12361906,65.617,0,0,4.599999984,33.817,2.87025,0.893483036,1.311824482,0.492079418,1.409515167,0.665085194,7725959,58.549,0,97.19722222,7774.0855,775.2055686,2.647589417,20.63466512,26.02384615,91515374300,1728.382279,-9.65797159,16.36871091,55.64153846,1.334561875,4803.333333
Greenland,1952,0.65893892,25.1876025,26.28865625,22.26877721,5.96,4.433880965,0,0,0,0,2,16295.93952,0,14.3616385,0,0,11041.80605,0,0,0,2.897750852,38.42115152,0,0,0,0,0,1.152365387,0,0,0,0,1.288963977,23982,0.011,0,0,11663837.37,0,0,0,71,881810831.7,0,0,0,75.62455385,2.020949573,106.3333333
Grenada,1952,46.56862745,24.1246125,25.63701125,11.68118324,5.686,0.142631156,0,0.722268313,39.6747412,0,170,4050.495861,159.0768673,10.4122753,0,62.18997107,2763.651376,0,0,13.66666667,7.61553503,9.422512311,56.078,0,0,0,18.746,0.422007407,4.71316433,2.688266277,6.539279461,0,0.3727112,77122,224.192,0,98.88533333,0,0,0,21.71609024,58.525,390277921.8,338.1517366,-22.81172091,3.693677187,33.64109231,0.872095788,11
Guadeloupe,1952,0,0,0,0,5.609,0.303684242,0,0,0,74.19999967,0,0,0,0,0,0,5056.530212,0,0,0,0,0,52.94,0,0,0,24.62866667,0,2.218,0,0,0,0,217331,127.467,0,0,0,0,0,0,26.7,0,0,0,0,0,0,66
Guam,1952,34.72222222,0,0,10.18349062,5.493,0,0,0,0,60.29999978,260,0,0,0,0,0,0,0,0,0,0,25.51243098,56.879,0,0,0,23.531,0,0,0,0,0,1.954815825,61068,111.235,0,0,0,0,0,0,68.9,0,0,0,0,81.60798462,3.260142924,0
Guatemala,1952,34.64601219,24.19576625,24.80889875,15.86660572,7.045,0.193585036,2,0.543400716,19.30486356,33.45714324,42080,1465.563442,41.81436564,7.153086625,0,24.57749832,4856.475539,1.14,44.49,77.05,6.351316664,3.532966944,41.845,0,0,0,17.34266667,0.304734637,28.74562989,52.97452178,5.103509333,0,2.493252766,3333591,30.615,32.3,87.18342857,15679.7535,100.439509,3.628157233,9.947027392,173.9,12672039090,117.9778066,-5.785397885,7.637175333,39.58644615,3.449986549,645.3333333
Guernsey,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19173.93639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,1952,57.58349612,21.6813225,21.3705875,3.447527558,5.993,0.174403516,-5.923076923,0,25.83747753,89.38571276,69040,359.6680031,4.120333155,0.140419991,0,28.96889564,1020.392985,0,0,140.9538462,15.07356657,0.3815483,32.946,20.55374866,27.71638722,0,18.41033333,0.080117347,20.49188805,32.37772369,8.70702076,0,2.042195202,3181059,12.939,0,61.25875,46346.63,0,0,0,161.3333333,3149955254,24.19606222,-3.739223448,34.41266632,23.73812308,4.610831823,979.2820513
Guinea-Bissau,1952,51.89663348,21.1944075,21.73532,4.149632383,7.589,0.020467211,-2.333333333,0.064140142,11.92000808,59.31428637,21200,169.7837323,4.08700713,3.933057458,0,42.67262548,811.8013011,0,0,102.4909091,27.27077844,1.464378028,47.91935714,41.3577676,59.49284785,0,19.31,0.10347666,21.19964027,35.73907852,7.488048553,0,1.805876709,537445,14.877,0,54.219,40031.735,0,0,0,122.6666667,175120412.2,21.4504317,-30.7526174,30.98948479,24.50107692,4.097110001,11
Guyana,1952,8.166927986,23.08176625,24.932815,9.819012972,5.579,0.768208321,1.090909091,0.644039675,77.27465968,45.25714329,152050,805.3442498,69.78489972,0.800485903,0,83.84955007,5492.212945,0,0,98.1,8.607503024,8.29244856,57.161,0,0,0,19.47566667,0.29994435,17.64661023,35.48856735,11.97544003,0,0.708617793,439117,2.043,0,100.1732,331548.43,0,0,0,73.66666667,580866777.4,83.36413664,-8.953444673,29.0024929,29.34135385,0.710226415,337.3333333
Haiti,1952,59.36441703,23.14635,21.9515175,4.204958766,6.299,0.04401803,-5,0.278408211,11.93596154,49.41428593,1090,418.045341,7.322736682,5.945330015,0,35.09563335,3680.733879,0,0,124.3266667,15.26824668,3.310004219,37.26,0,0,0,19.36,0.118163118,6.842729568,12.03512859,2.073843479,0,1.906896498,3331968,120.071,0,0,2384.53205,16.89266129,0,0,76.8,3574634525,25.81287528,-23.15967181,8.17910099,27.07206154,4.06557269,146.6666667
Holy See,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,2009.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,1952,28.44534811,24.06398375,24.88597375,10.89684164,7.496,0.229138901,-3,0.516982341,37.31959439,45.15714264,63920,1044.749158,46.32307909,1.730701557,0,43.6082427,4389.852407,1.05,41.95,70.95333333,9.973775628,4.111891811,41.519,0,0,0,17.27866667,0.542752348,26.43181038,46.72481537,7.086993694,0,2.697707959,1568190,13.991,42.07,103.7266667,26149.71655,133.8314182,0,15.31319104,160.5,4811088515,74.60884234,-7.513899312,14.56089497,36.80430769,4.353261945,359.3333333
Hong Kong China,1952,0,0,0,0,0,0,0,0,0,0,0,18654.46133,0,0,0,0,6108.842419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,1952,71.40153502,26.11044625,25.48808375,27.02600698,2.722,2.838211258,-7,2.415794437,45.17977807,73.95714242,19070,3562.209352,467.5256647,17.76708159,3.709999959,44.15299506,10527.34763,3.53,24.14,70,8.846423599,18.33502528,64.03,98.94412763,99.18659282,3.249999941,34.98,2.372454545,2.344354154,3.055410769,1.700883769,0.78091816,0.050689849,9594893,103.135,0.34,98.7406,10023.3,711.7794298,18.71416393,22.5410694,47.56,38862657660,643.1446525,-0.859146487,13.369024,63.09076923,0.446808561,27232.33333
Iceland,1952,22.7680798,25.892855,25.078175,34.40848645,3.822,5.250691236,0,7.528268682,35.17541403,83.64285823,180,22833.93677,3051.343377,19.83018963,0,38.02166458,14535.37686,0,0,22.9,17.27983571,46.81775106,72.49,0,0,0.350000002,28.379,2.419230769,1.181503776,1.201045036,0.791874349,2.725854058,1.306878608,148044,1.437,0,98.46342857,732369.955,1967.228905,0,25.39799987,61,5838443836,3699.491023,-2.380257666,7.507259369,88.35315385,1.669643439,777.3333333
India,1952,60.56623245,20.83385375,20.8039475,3.794683821,5.902,0.191116549,9,0.372294913,9.097835449,40.94285747,653900,321.8687473,6.771163003,5.669852153,0,10.49434702,1176.296864,0,0,106.0266667,7.520392646,1.386022845,35.843,0,0,0,20.94266667,0.410796273,6.542599678,8.605556488,4.424062729,0.06709633,2.016535627,384822769,117.065,83.77,72.28244444,2708.9435,46.27803752,0,9.694169248,94.66666667,2.86738E+11,26.24688269,-1.56562327,20.98031998,23.83466154,3.052743985,73546
Indonesia,1952,23.25524269,20.74279625,21.5383275,8.373546578,5.463,0.164781188,0,0.534160127,25.61708758,55.12857165,994090,519.5693969,12.28272613,11.1402042,0,21.39553619,1499.363309,0,0,188.5,31.61998357,2.874988279,37.802,83.29658733,94.53421743,0,21.42266667,0.110939298,9.675540924,15.62002659,3.935049295,0.159092068,1.949913866,77258010,40.565,73.27,91.45155556,18750.205,82.08380041,0,13.79305931,47,97703253054,29.50699828,3.408236509,24.69155693,28.12532308,4.402746961,12730.66667
Iran,1952,36.98392231,24.278725,25.03154125,7.6024922,6.908,0.225612264,-1,1.460220316,20.30455246,27.19999995,110750,1627.218584,78.95609443,1.236179227,0,20.76813065,5445.688952,0,0,78.87214286,17.44679135,4.670004025,40.294,64.86580732,82.71262112,0,19.30233333,0.465580952,2.772690535,4.368893623,1.17791903,0.867061773,2.436846801,18153564,11.014,0,79.13516667,3414.55785,327.0811598,0,7.208246928,47.44,82113127922,177.6048148,-0.463578199,59.52505112,51.91492308,3.905947842,4095.666667
Iraq,1952,21.50315141,25.861615,27.27392625,6.770761116,7.437,0.321977301,-4,0.94509617,0,16.11428574,8180,839.6018162,41.35473864,0,0,0,7714.621131,0,0,213.5,27.61499047,0.939245376,37.217,74.05220113,84.79680343,0,17.89833333,0.472138025,8.52824688,15.20785809,1.805670023,0,2.978432496,6092562,13.9,0,69.683125,5417.3735,318.9452756,0,0,81.33333333,22482961150,66.48383444,0,117.9309311,62.23596923,3.8795551,1961.666667
Ireland,1952,74.38912276,26.56175125,25.557925,31.61084679,3.409,3.2932367,10,2.528454085,58.58747916,49.21428626,6350,16777.23287,2202.634277,38.8846185,12.40142863,55.33116628,10420.56066,2.910120091,27.23060286,42.1,-0.072072576,24.32161529,67.2,0,0,7.080000209,29.57166667,2.4546,0.2670122,0.3428863,0.1927575,1.619172334,0.866175972,2923770,41.606,0,103.6666,15932.455,1133.877434,0.7878578,25.12294678,17.45285714,1.16175E+11,2894.984798,1.020933395,5.85982,55.01118462,1.470048813,9628.666667
Isle of Man,1952,63.74269006,0,0,0,0,0,0,0,0,0,30,15249.67485,0,0,0,0,11305.20221,0,0,0,3.995422944,0,0,0,0,0,0,0,0,0,0,0,0.979314565,54907,95.991,0,0,0,0,0,0,0,1126916985,0,0,0,52.82784615,0.860779457,0
Israel,1952,25.07316698,25.7838525,25.84585125,66.2479369,4.322,2.523538907,10,2.413374057,34.58231367,60.81428582,1530,13925.7218,1011.19235,16.68912494,8.017142808,42.87914325,8173.044257,0,0,43,51.26920971,20.32354911,65.128,0,0,0,25.68266667,3.30922722,1.9552775,2.850597875,1.067884938,0,2.476239291,1451533,65.547,0,102.82825,473.919,1362.065926,6.42880675,26.90559937,17.02,69590455798,1582.005797,-10.08916466,9.125408375,87.39866154,2.906327505,3663
Italy,1952,57.74200372,25.79014125,24.8945925,38.37653277,2.366,1.074464868,10,2.274644362,20.87633634,53.54285649,83690,13818.15952,1730.885277,7.929261459,14.99857139,19.92262465,9862.808311,2.303302632,26.80495528,61,7.176248587,20.41767518,65.94,0,0,6.116666674,35.37966667,4.18625,1.448375,2.164018,0.781904,1.602979498,0.514243606,47171699,156.551,0,97.5251,3435.035,715.2513002,4.781938,22.58551219,15.89538462,7.80231E+11,2307.573081,0.309184525,10.84834,65.49192308,0.722037446,50684.33333
Jamaica,1952,45.28316405,23.014945,25.8768275,20.64408493,4.128,0.384630667,9.692307692,1.231281766,42.53993938,83.92857143,3410,3188.923399,105.8468581,0.157556654,0,49.65343199,5797.061761,2.22,33.86333333,87.4,17.28756436,9.420944475,58.082,0,0,4.199999968,21.056,0.758742156,37.65297318,64.79989624,11.83885765,0,1.032274214,1468075,133.571,9.196666667,102.7867143,4392.62365,242.6193468,0,25.7243914,82.33333333,7645731812,192.0545966,-7.683654058,14.00629807,45.97987692,2.057852488,564.6666667
Japan,1952,15.96814487,22.71100625,21.69420625,26.21855217,3.096,1.532500574,10,2.967466194,11.87058878,63.5,248760,26269.22245,2352.635323,24.04237691,14.94000012,10.71832912,6433.912694,0,0,49.9,2.378311888,34.11010272,63.03,0,0,0.714285736,33.17933333,1.418333333,2.010711,2.634626,1.42278,1.958152964,0.531510668,85174302,225.405,0,100.6311111,3734.715,1225.627934,27.56517,9.22614327,8.8,3.16146E+12,2900.06099,1.112572921,4.584348,74.38749231,1.253862435,130529.6667
Jersey,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan,1952,12.28373376,26.129255,28.637545,14.51642618,7.39,0.357599166,-1,0.900480803,45.53111062,16.21428571,980,1884.925372,117.8130295,2.980826582,0,78.42692239,3093.815615,2.41,34.93,165.2,4.16513555,9.353946055,46.064,0,0,0,17.525,1.080417886,7.423037052,12.69765282,1.789406419,0,3.893020716,543439,6.083,8.49,98.4908,392.01935,332.9528874,0,20.3537244,30,7222291242,208.4002477,-33.09638037,27.1492939,66.56161538,4.958111726,194.3333333
Kazakhstan,1952,78.17520465,25.15674625,25.7898075,12.5421736,4.385,11.89737061,-9,3.592389429,55.12530817,88.42857143,33650,1564.530102,80.37259117,9.868502513,0,48.29720932,7021.849046,3.37,23.405,40.4,313.122111,3.587107726,54.859,0,0,0,24.705,3.572125024,15.2020838,18.93376,5.0644404,0.797777187,1.149636252,7041605,2.584,8.4075,99.91266667,6671.906,393.465224,29.54001167,12.26368906,37.66,24274345501,138.1030682,6.828098855,16.820944,52.80106154,1.622708904,186256.4
Kenya,1952,45.89029061,20.9277325,21.96199,5.572807317,7.45,0.248165633,-2.416666667,0.449297838,27.31103152,82.5,35820,384.9764277,9.334575478,3.370148614,0,31.78959615,1707.081838,1.24,47.87,169.6,11.51512049,3.005106718,42.074,82.22907531,92.52817587,0,16.53433333,0.115467356,26.34147644,43.63883591,9.791102409,0,3.215305893,6412384,11.049,59.32,89.72985714,1881.425,29.19083488,0,17.36687985,119,8400831334,22.41186076,-4.191167535,31.48476219,15.24421538,5.644655859,1591.333333
Kiribati,1952,46.39917696,27.15036875,28.36395625,0.230372338,6.02,0.475783784,0,0.088497533,24.69623953,0,120,883.1166296,98.29687499,0,0,74.92580263,5380.922998,0,0,68.32142857,4.179272307,4.095075158,43.289,0,0,0,0,0.368185124,6.451722145,13.09251022,0,0,1.791291105,27158,37.408,0,100.0446667,0,0,0,0,70.8,61206928.42,108.3386116,-50.22956268,5.257735729,32.1038,3.847938755,29.33333333
